id,document,label
10041409,"장진 감독은 대단한것같다. 연출력도 연출력이지만, 분명 비슷한 내용으로 소재만 바꿧더라면 흥행했을법한 시나리오를 단순히 재밌어서인지 하고싶은말인지는 모르나 표현하였다. 그의 선택과 배우진의 연기력은 정말 일품이었다.",긍정
5383321,유머감각을 첨가한 조로,부정
9568083,내가 본 드라마 중 정말 최고!!!!,긍정
2491019,오랜만에 따뜻한 웃음을 안겨준 영화..자극적이지 않은 즐거움..,긍정
8726507,마지막 시간을 두고 우린 어디로 무엇을 해야할까? 그저 하고 싶은대로 가고싶은대로 바람에 몸을 맡기며 자유롭게 천국에 문앞으로 갈 준비만 하면 된다....근데 이 영화가15세..관람인..많진않지만 야한..콜록콜럭..역시 명작이야!!,긍정
2942917,대한늬우스와 다른게 뭐야? 보는 내내 실소를 금할 수 없었다,부정
53545,일본꺼 배낀거라니....(어질) 하지만 연기는 우리나라께 더 실감났는데.,부정
9619142,뭐가재미있는거지??,부정
8571100,봐도 봐도 새로워 10점!,긍정
1557335,청춘의 순정으로 시작해서 사랑으로 포장된 폭력으로 끝난다,부정
6584238,너무 감동적이예요 ㅠ.ㅠ,긍정
9145054,"스토리, 연출, 연기력 뭐하나 빠지지 않는것같다. 특히 여주 루니 마라가 너무 매력적이다.. 연기력도 그렇고 극중 배역도 불쌍하지만 한편으로는 엄청난 여자. 매력적이고 멋있다.개인적으로는 결말이 현실적이라고 생각함.. 물론 리스베트에겐 안타깝지만.",긍정
4128584,연기압권같은소리하네.완전지루하고 짜증나는영화.노인을위한나라는없다2,부정
7523430,메탈음악과 조합되는 초스피드전개.킬링타임으론 제격이다.,긍정
10142702,내가 이걸 끝까지 봐야하나... 싶은 영화다..,부정
9320606,아이워스퍼펙트 진짜 퍼펙트다 이정도면,긍정
9846801,전형적인 용두사미 영화,부정
5817967,결국 목사는 용서해서 안죽였단건가,부정
366710,정말 말이 필요 없네요..,긍정
9307949,내 나이 35이걸 왜 보았을까..,부정
6823065,아무리 드라마라지만.. 집안에 판사가 있는데도 억지로 들어온 며느리하나 못말리고..소유진은 툭하면 엿보고 유전자감식못하게 하려는데만 며칠을 우려먹는건지 .. 질질끌라고 아주 발악을 하네요 역겹습니다보는사람이 짜증나게 하려고 아주 애를 쓰시네요,부정
4708183,dlals5101 이OO아 그럼 원피스랑 블리치랑 그런건들은 또 뭐가 되는데!! ㅋㅋ,긍정
3468871,"범죄 스릴물 굿,................",긍정
1245528,이 영화 정말 감동 그 자체다..,긍정
9577106,서유리 대역 다 쓸거면 왜 이딴 영화찍었냐? 쓰레기삼류영화라도 자기 인생에 영화 한한편은 꼭 찍고 싶었나보지? 그냥 열파참이나 해라 에휴 정말,부정
9613110,평점이 왜 이리 낮지? 높혀줄께,부정
7468561,폭발cg보고 하루종일 웃었다.. 아직도 생각나면 웃긴닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정
7929580,"복선을 만들어 놓고도 그냥 넘어가는거.. 타이틀로 만든 기독교와의 마찰, 삼류스러운 연기들.. 1점 주기엔 야박하고 5점 넘기기엔 인심이 후하고.. 애매~하다.....",부정
10254775,유쾌한 그들. 언제봐도 즐겁다.,긍정
8723993,주 윤발은 어디가고 노인만 있네... 늙어서 올백도 예전같지 않다.,부정
5730966,애가 지루해하네요. 하지만 어른들이 보기엔 그럭저럭 괜찮다.결국 어른용이군.,부정
5690713,상상을 실현시키는 위대한 집단,긍정
10123671,영화 배경음 왜이렇게 촌스러 80년 말 90년 초 영화 보는 줄...,부정
8681731,"연기들도 어색하고, 이해할수 없는 정상적이지 않은 사람들.. 불편하다..",부정
404945,이렇게 재미없을 수가...,부정
1635901,최고다ㅋㅋ아놔 근데 김수미.....ㅋㅋㅋㅋㅋㅋㅋㅋ,긍정
6264828,1회 보고 그이후에 안본다,부정
9390302,책보다는 치밀함이 떨어지긴 했는데 영화만 놓고 보면 상당히 재밌고 훌륭한 영화였음 배우들 연기도 아주 좋고,긍정
835930,지나친 정의감과 더럽게 순수한척..,부정
6077569,내가 웬만하면 이런말 안하는데 이건 뭐 밑도 끝도 없고....--;;,부정
6191116,결국 캐리비안의 해적 매트릭스의 제작진의 돈벌려는 수작,부정
2762171,개똥같은영화.똥이란게 카메라로 보여줘야만 관객들이 똥인줄 아냐?,부정
4614112,재미는 있었다ㅎㅎ 평점 좀 올려주자,긍정
6869517,"정용화,소녀시대의서현이랑,맨날 시시덕거릴때마다 엄지발가락의피가 머리 뒷꼭지로 치솟아 오르는거 같음.이자식이 좋아하는척,해야하는건데도,정말로 서현이를 사랑한다는걸 눈으로 표를 내버림.아무리 서현이가 절세미녀라지만,공중파방송에서 꼭 그래야겠냐?완전 멘붕옴",부정
8799209,전체적으로 그닥 재미는 없엇지만 마지막에 당선되고나서 생화화탄터질땐가 그것말고는 딱히 볼게없엇음,부정
10143722,이런게 센스고 재능이지. 감독의 차기작이 기대된다.,긍정
3368765,그냥 내가 웃고 만다.,부정
10077835,이런 영화좀 만들지마라 모방 범죄 일으킨다..제제발....,부정
5974678,벗기면 다 된다고 생각하는 모양 ...,부정
664112,정말 재밌다!!!! 코미디영화에 이보다 더 좋은 말이 어디있을까,긍정
9845137,멋도 없고 재미도 없고 센스도 없고 의미도 없다 갈수록 진부해질 뿐,부정
4670377,교도소판 인디펜던스데이,부정
9246461,샘 록웰의 연기가 너무 좋음.,긍정
1772061,야 감독 이렇게 쓰래기 영화를 만들었냐?,부정
1257076,내가 1등이다~~~!!^^건축과 화이팅~~,부정
4879638,진 짜 리얼 개 쓰레기 영화 . 다 보고 나면 정말 찝찝해지는 영화 절대보지마,부정
10190387,정말 완벽한 영화였습니다.. 할말을 잃게만듦.. 특히 마지막에 소름..,긍정
1152004,나에겐 아직 너무 어려운듯..,부정
9590280,개봉한지 얼마되지도않는데 다음팟에서 개인이 주구장창 방송하는데 저작권없나봐요?,긍정
1822314,그저 느슨한 전개와 밋밋한 내용이 전부일 뿐..,부정
4320264,결국 복불복 ????? 그레이스는 순진한 이상주의자 ????? ㅠ.ㅠ,긍정
8161150,재탕해도 좋은 영화. 소장용 영화.,긍정
1364297,헐리웃에서 제시하지 못한 건강한 관점을 일깨워준 최고의 영화!,긍정
10102115,평점낮게주는게 이해가안됨 재밌어요,긍정
9806617,꼬아놓는 것도 한두번이어야지,부정
8934160,정말 소름끼치는 미드!!,긍정
6334437,덕분에 좋은 성교육을 배웠다.,부정
2366695,유럽식은근코미디의 수작. 로망스계인 루마니아어도 귀에 착착 감기는 기분~,긍정
6988715,"설익은 성장 드라마.. 이런류의 영화는 일본영화중에 너무많아서 ;; , 왠만한 감성으로 들이대도 통속적으로 느껴진다.",부정
8499387,"^^정말 최악이네요,",부정
7274457,어릴때 잼게봤는데평정이오ㅐ이러지ㅋㅋ난만족영화,긍정
9756285,쿨쿨 잤네 괜히 봤다 진짜..같이 본 관객들중 나이 많은 여성분들 겁나 뿌시럭 대면서 먹어대는데 진심 개짜증 집중 절대안돼고ㅜ핵짜증남오늘 핵우울 ㅜㅜㅜ,부정
7015581,정말 메롱이라는 사람이 나온다. 영화도 상태 메롱이다,부정
5977803,"배우의 미친 존재감, 흔들리는 감정. 아직도 잊지 못하는 영화.",긍정
8128428,"재미, 영상, 메시지까지 다 좋았다~ 캐릭터들도 사랑스럽고ㅠ",긍정
8020137,"요것도 재밌었지, 동심이 생각나는 즐거웠던 영화",긍정
8619423,아나킨이 다스베이더가 되가는 과정과 연기 화려한 액션 모든게 최고,긍정
4824844,좀 힘들게 다 봤다;;,부정
4896614,솔직히말해서 나는 전문가들을 믿지못하겠다,부정
9786938,6.5점은 너무 짜다... 7점 이상가야하지않을까... 진짜 재밌게 봄,긍정
6225694,어린이용;;;;;;;,부정
4655635,폴리스스토리 시리즈는 1부터 뉴까지 버릴께 하나도 없음.. 최고.,긍정
7721463,이 영화보면서 재미업다는 사람들은 역사좀 알아라영화에서 왜5.16을등장시키고 최규식 왜거론하는지 알지도못하니 그러지.. 한 남자의 인생을통해서 그시대적 상황을 알수있고 또 제목처럼 한남자가 그런상황에 맞춰 어뜩해 살았는지.. 보는 내내짠햇다.,긍정
2955927,'드릴브라' 에서 뿜었다,부정
7326614,눈물이 안 날 수가 없네,긍정
4592004,우아....새벽에보니까 무섭네 ㅠ_ㅠ 미스터리와에로스와 스릴러를 겸비한 영화!,긍정
2381091,시걸의 아이키도 기반 액션 작렬! 엔딩의 트래쉬 토킹이 굿일세,부정
4478822,아무리영화지만 너무 말이 않되고 반전또한 너무 어이없는 반전이다~,부정
9204926,평점 0점은 없나 1점부터시작이네 재미드럽게없다,부정
8796787,"""""""shame on you"""" 할때 산드라블록 표정이 예술....진심이 느껴졌다...진짜 막 쥐어짜는 슬픔 절대 없는데 볼때마다 순간순간 눈물이 고이게 만드는 신기한 영화...""",긍정
4842015,한 소녀의 아름답고도 슬픈 성장드라마,긍정
10121662,등장인물이 다 멋지게 나왔네요 전 개인적으로 이영화가 정말 뭔가 살짝 아쉬운점이 있어도 완전 흥미진진하고 재밌네요~그래서 10점 드리고 갈께요^^,긍정
3082332,이걸 영화라고 밥쳐먹고 만들었냐 진짜 욕나오네,부정
9597175,"억지로 웃기지 않고,억지로 눈물짜지도 않고 물흐르듯 사랑을 그려낸 수작이네요~ 정말 간만에 좋은 영화였어요~",긍정
6739789,"""영화도 개봉전 """"빡침주의"""" 라는 마크를 걸어야할 시대가 왔다""",부정
7073622,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 재밌당,긍정
4460875,"손발이 오그라드는 대사로 넘쳐나는,일종의 현실도피성 판타지.약으로 치면 극약.",부정
8480860,zzzzbbbbvvvv,부정
4071370,소년탐정 김전일의 틀에 이토 준지식 호러의 어색한 짬뽕. 유치할 따름.,부정
5421088,액션도 강렬하구 주인공들의 연기 실력도 나날이 발전하네요.추천합니다,긍정
8193963,컴터 전기세가 아깝단 생각이...,부정
10273155,연평해전에서 최선을 다한 해군을 응원합니다. 하지만 영화 수준은 딱 1점도 과분하지요^^*,부정
3839645,"내 감성이랑 안맞는건지, 정말 영화가 재미가 없는건지... 어쨌든 3점",부정
8055348,김수미 임창정 예고편보고 낚였다.... 그장면보다 기분좋고 재미있는장면은 영화 전체 어디에도 없다.,부정
8785011,화산고 표절작이네 양심없는 감독같으니라구,부정
4678295,"겨우~겨우~봤다.박혜미,신이가아까웠다.내시간이아까웠다.내돈이아까웠다.",부정
5150407,이거 재미 없는데...,부정
5342841,로또복권1등걸렸는데읽어버렸다면환장하지마지막에좀웃겼다사람들나쁘다,부정
10069545,일본애들은 TV드라마로 만들어도 안 볼 이런 영화를 뭐하려 필름 낭비하며 만드는 걸까.. 신기한 것들이네 진짜..,부정
7285048,"성룡, 크리스터커의 콤비 그 하나로 충분하다",긍정
7187889,퀸의 몬트리올 공연은 그냥 전설 그 자체입니다...,긍정
9487313,인생 최고의 드라마 강추,긍정
8777699,내인생영화 이말밖에는못하겠다,긍정
3082977,제작비가 딸렸나?....택시는 없고 얼설픈 코메디만 난무...ㅉㅉ,부정
17834,-_-....돈 아까움.,부정
9684035,별로다 별로야 별로라구,부정
9781063,베스트 오브 베스트...,긍정
10163989,잔잔하고 힐링되는 시간이였습니다.,긍정
2965248,잔잔하면서도 정말 가슴이 따뜻해지는 영화인거 같네요 너무 감동적...,긍정
9642639,진짜완전재밌어요 명작,긍정
8075061,어렸을 때 티비 돌리다가 본적이 있는거 같다. ㅎ,긍정
8057579,흥미진진한 전개로 킬링타임용으로 딱.. 인데..,긍정
10134680,아후.. 진짜 뭐라는거야..연출이 중구난방 난리났다.. 이 영화의 의미는 감독만 알뿐..,부정
6839849,허술한 트랩 완전 실망. 특히 마지막...갈고리를 왜 살에 거냐? 그냥 벨트에 걸고 올라가면 되지...,부정
1979214,정말재미없다 결말부터가 개황당,부정
10272762,짜증난다짜증난다짜증난다괜히봤다.괜히,부정
5371404,하향 조정 육점오 되야해요!!!!!!!!!!!!!!!!!!!11,부정
6816549,이런영화 제일싫어. 말없고 배경음악이 있는것도 아니고,부정
158923,"지금CGV티비에서하는데재미있어요ㅎ니콜키드먼,산드라블룩이쁘게나옴특히니콜ㅎ",긍정
8922968,병맛 끝판왕이닼ㅋㅋㅋ,부정
7383935,더럽게 지루하다..,부정
9674654,"윤재문보다 인구아재의 딸과 마누라가 더 얄밉더라 고기만두사왔는데 휙 지나치는장면, 그동안 깡패짓으로번돈 잘써놓고선 한번도 떳떳한적없었다고말하는 마눌년 송강호가 울먹이면서 당신은 이러면안되지 라고할땐 울컥했다범죄영화가아니라 가장영화 아버지영화다",긍정
3777475,나는 재미있게 봤다,긍정
1583841,너무~재미있기도 하고 슬프기도 하네요.,긍정
6988844,누군가는 한번 정리했으면 했던 영화~ 지루하지 않게 정리햇으니 금상첨화~,긍정
1820623,남상미 때매..평점올려야지..ㅡ.ㅡ,긍정
5177096,제가 생각한것보다 별이 너무 적어서 만점 찍습니다.,긍정
3420006,자꾸 빠져들게 하 는매력있는 영화였어요..마지막에는 눈물이..,긍정
9110001,당연히 8점대 가야하는 영화,긍정
2059105,슬랩스틱코미디는 언제봐도 지겹다,부정
7135533,가장 잔인한 영화 후보,긍정
4915531,ost 음반구하고 싶흠,긍정
7872489,약간 보기 전에는 힐링영화 인가? 했지만...뭔가 잔잔함 속에 이것저것 믹스해놓은 느낌??? 여튼 정말 여운이 남네옹,긍정
10207425,성인용품가게 취직한걸 부끄러워하며 가게안에서도 업무는 뒷전이고 자기 시쓰는거에만 집중. 집나와서 남의 의사 묻지도 않고 남의집으로 처들어가 숙식. 본인 힘든건 우주가 무너지는거 처럼 여기며 남들에게 당연하다는듯 의지.보혐걸리기 딱 좋은 영화,부정
9243479,진짜 영화좋아해서 봣던거30번도더넘게보는편인데... 이건뭐..정말시간낭비..내와인낭비..(영화보면서 와인마시는거좋아해서~^^) 일단 영상.그래픽티팍팍그리고 그 사각턱진여자 연기 ㅎㄷㄷ..내평생에이런영화는첨임~ 2012따라하고파안달인데 새발에피도안됨,부정
8571061,10점10점10점 .,긍정
2165379,포스터가 영화와 딱이네 ㅋㅋ 속이는것도 없고 딱 포스터수준,부정
6537956,기억에 남은거라곤 제이미가 영화내내 신고나온 컨버스뿐..,부정
9822070,1개도 아깝다..진짜너무하네,부정
3894268,온 가족이 함께 봐야 할 영화...,긍정
10099681,삼가 희생자들의 명복을 빕니다 영화가 평점이 왜이리 낮은가했더니 일부러 낮게주는 사람들이 있네요... 이유는 모르겠지만 안타까울따름입니다,긍정
631701,학교에서 봤는데참...그냥 만화나 만들어라 그럼 재밌기는하겠네,부정
4449381,"여자경찰 개밥맛, 못보겠다.",부정
8669219,진짜 색깔 확실한 색깔이다! 애니메이션이 더욱더 자신의 색이 더 진하게 나타나는것 같다!,긍정
678027,"볼때는 너무나 즐거운데, 보고나선 너무나 슬펐던 영화. 최고.",긍정
9553117,사랑스럽고 귀여운 영화... ㅋㅋ보면서 계속 피식피식 웃었어요,긍정
4463379,왜냐고? 아무이유없어,부정
5159995,팍스 아메리카나에 대한 옹호도 비판도 아닌 어설픈 의문구호만 남기다,부정
9227886,잼잇어요 많은것을 느끼게해주는 영화입니다,긍정
9422313,아 진짜 너무 재밋다ㅠㅠㅠ 12화가 왜 이렇게 짧게 느껴지는지.. 이상윤 개조음ㅠㅠ,긍정
8921945,이게왜 코믹으로 분류되어있지?ㅋㅋㅋ박중훈의힘인가?박상민한테마지막에뚜두러맞는조은숙연기.ㅋㅋㅋ억울한지 대역아니라고 확인까지 시켜주는센스..ㅋㅋㅋ,긍정
9612846,재미있는데 평점이낮노,긍정
5719530,국제영화제에서나 틀법한 영화 ㅡㅡ 억지스럽고재미없다 개지루함,부정
4650799,죽음이 토핑된 깔끔한 우디엘런의 브런치,긍정
9487366,이종석 연기 진짜 잘하는거같음 ㅎㅎ,긍정
6828241,다좋은데 난 꼬맹이가 뭐라하는지 하나도 못알아들었다...,부정
5804761,베토벤 어린시절 넘 귀엽ㅋㅋㅋㅋㅋ 신기하고 잼따 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,긍정
4882384,아 존나 시간 아깝네 아오 개빡쳐,부정
8475194,이건 할로우맨이 아니다. 아니야,부정
10042831,이런 식으로 만들려면 애초부터 시작도 하지말자.,부정
7861263,카톨릭과 개신교를 합쳐서 기독교(그리스도교)라고 합니다. 기독교에서는 하나님(유일신)이 맞습니다. 하느님(하늘님)은 애국가에 나오는 표현이구요.,긍정
9377326,평점이 1점 받을만한 애니는 아니지ㅋ,긍정
8430326,영화 까다롭게 보는 스타일인데 정말 재미있게 봤다. 극장에서 안 본걸 후회 할 정도로. 내가 영상미에 가중치를 두는 스타일이라서 그런지 모르겠지만.. 시간이 여유로울때 소파에 늘어져 볼 수 있는 최고의 영화.,긍정
7462782,"직접 당해봐야,정신 차리지...이런일 전혀 재밌는일 아니란다.얘들아...응?",부정
4215827,"이영화도 그렇고, 드라마 히어로도 그렇고 아깝군 아까워",긍정
9989077,"아 OO~영화 왜 이럼?암담하다는 평가조차도,이영화에게는,칭찬.감독 국어책 읽을줄 알음?특별한 실천도 남다른 대안도 없는,대한민국 학교 교육의 문제점을 아주 적나라하게 여과없이,여실히 보여주는 영화.한고은의 몰락은 그 무엇을 상상하든 그 이상을 보게됨",부정
279615,최고의 만화중에서 이 만화를 뻴 순 없다.,긍정
7065833,"2000년대 초반의 좋은영화 그렇듯이 이영화 또한 좋다!스토리,배우,유머까지!히스레져가 왜 이작품을 선택했는지 알수 있을거같다!",긍정
9656825,진짜 오글오글 덩어리;;,부정
6116685,완전 무서운데 평점 왜이래 ㅠㅠ 존니 무서움 ㅠㅠㅠㅠ,긍정
2247154,잠자기전에 보면 좋겠네,부정
1755968,흠............뭐라고할말없음.,부정
6747610,디즈니의 르네상스를 연 작품!!! 아리엘의 부드럽게 넘실거리는 빨간머리는 결코 못잊어...,긍정
8041200,'영화'라는 장르의 몰이해에서 온 실험이라고 말하는 뻘짓. 영화의 장점을 거세하면서까지 만들어야만 했을 존재가치에 대한 증명은 당연히 실패. 어느 누구도 맘대로 흥얼거리는 소리를 인디음악이라고 하지 않는것처럼...기교도 기본위에서 부리는거임,부정
1669917,스토리 구성이 너무 단순하다는 생각을 했음;; 시간 낭비,부정
8528498,왜 0점이없냐 오덕들중에 정상인못봤다 박멸의대상이다,부정
9934358,이따위영화로 할리우드에 도전할 생각이였냐 영구야...,부정
8519483,뭔 개 같은 영화인지...,부정
1312560,공공칠 두번싼다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,긍정
9919870,감정이입을 해서 울고 웃었네요~~이런 영화는 정말 힐링 영화~~마지막 ost hold on도 정말 좋네여~~굿~~!!,긍정
9184313,영화개봉일때는 지인분들이 별로 라고했는데 오늘 tv로 보니까 재미있네요,긍정
7847620,재미나게 잘 봤습니다...시간가는줄 모르고 봤네요..굿,긍정
9686951,전형적인 쓰레기영화 말도안되는 시나리오 시간낭비 너무뻔하고 앞뒤가안맞는다. 누가 저상황에서 다죽게 생겼는데 여자아이하나 살리겠다고 뛰어들겠나 생각좀하고 말들어라 리얼리즘 파괴영화 절때보지말것 꽁짜라도,부정
4915083,기다림의 고된 여정. 그 끝에 사랑이 있다~,긍정
3118788,어린날의 교감과 순수했던 사랑 비극적이지만 아름다운 결말,긍정
10127512,실컷 자다 나왔네요.ㅋ,부정
9134673,이걸 영화라고 러시아도 니네 문학 반만 따라가봐라,부정
1478447,배우들의 과장된 몸짓. 뻔한 대본. 김현수 말고는 볼게 없었다.,부정
5525256,tv에 하길래 봤는데 재밌어서 계속 본 영화..,긍정
5863446,심심풀이 땅콩 영화로 딱이다,부정
8135149,"진정한 스릴러를 가르쳐준, 수작!",긍정
9755333,진짜 재밌게봤음!!! 한국드라마같지않아서 좋음ㅋㅋ,긍정
9913226,눈물난다...신은경 이뿌다... 흔해빠진 얼굴이 아닌 색기가 있으면서청초한 ..암튼 이상한 마스크임.,긍정
9633968,한시간 반짜리였음....,부정
7853627,무슨 말이 필요할까,긍정
8789650,이게 왜 청소년관람불가인지 모르겠네...ㅋ 격투씬이 너무 어설퍼...,부정
9821371,찌질이 아빠가 험난한 세상을 살아 갈 딸에게 마지막으로 주는 최고의 선물... 격정적이고 아름답다. 초기작인 노리코의 식탁보단 대중적이고 친절해진 듯.. 김지운 같은 겉멋에만 찌든 한국 감독들이 본받을 점도 많고...,긍정
8890913,여주가 이뻣다라는것 제외엔 최악의 영화,부정
4916686,재밌던데?........,긍정
9506622,실화를 바탕으로 한 영화네요. 많은 생각을 갖게 하는 만큼 자식들에게도 영화를 추천해주고 싶네요.,긍정
6252289,평점조정중..개인적으로봤을땐 7.0~7.2정도..,부정
10247831,진짜 재미도없고 유치하고,부정
8675556,배우들만 고생한 영화내용들이 너무 재미없엇다ㅠ,부정
7345303,이런류의 영화중에서 최고임,긍정
6493201,일단 배우연기지도 및 연출 너무 못하셨구요. 카메라 샷들은 좋은 샷이 하나도 없네요. 제가 궁금한건 이런식으로 했는데 제작을 어떻게 들어갔을까? 이런거? 무튼 좀 무리수가 많았습니다. 감독님이랑 차 한잔하고 싶네요^^,부정
8768452,예전 티비 에서 본 기억이 있긴 한데 가물 가물 하네 함 더 봐야지,긍정
7472656,원작을 엄청 손해입고 이렁 영화를,부정
10194544,먹고살기 힘든데 먹이라도 주자,긍정
9424998,콜옵도 영감을 받은 대작 애너미앳더게이트 레이츠 와이즈는 여기서도 눈부시네..,긍정
9242544,그냥 애들 영화입니다.어른들은 졸림,부정
5933975,착하고 맑은 영화~ 보고난 후 내 마음도 행복해졌다^^,긍정
8462070,"연출,대본,연기 모두 만족스런 최고의 로코!!^^",긍정
